customer_id,name,age,gender,marital_status,number_of_dependents,annual_income,occupation,health_status,smoking_status,policy_type,coverage_amount,monthly_premium,policy_start_date
mostlya9-fc67-42a3-b508-916c0dc1a302,William Foster,51,Male,Single,0,62000,Marketing Specialist,Good,Non-smoker,Term Life,130000,70,6/18/22
mostly06-d205-4e74-9d9c-92f2c0efc44e,Andrew Stewart,29,Male,Single,0,44000,Graphic Designer,Excellent,Non-smoker,Term Life,200000,65.5,5/7/22
mostly44-3fbd-447a-ac65-7eacaad6a847,Kathleen Cruz,63,Male,Single,0,55000,Research Assistant,Good,Non-smoker,Term Life,150000,45.8,4/28/22
mostlyaa-52dd-4208-82b3-00d56aeef7f7,Kimberly Watson,37,Male,Single,0,61000,Software Engineer,Excellent,Non-smoker,Term Life,150000,85.1,2/28/22
mostlycb-8c25-473f-be5d-0e5af55131ae,Daniel Cook,34,Female,Married,3,98000,Marketing Manager,Excellent,Non-smoker,Universal Life,500000,91.4,7/15/22
mostly5a-c0fa-4ec4-89a0-aec37c5a6e00,Eric Watson,33,Male,Married,2,150000,Teacher,Good,Non-smoker,Term Life,400000,241,6/21/22
mostly01-c81a-4643-9c48-8f5ab4a62bd4,Michelle Williams,26,Female,Single,0,54000,Sales Manager,Good,Non-smoker,Term Life,260000,61.5,6/21/22
mostlyea-3633-4e7c-a654-10d0c707837c,Dorothy Russell,34,Female,Single,0,98000,Teacher,Excellent,Non-smoker,Term Life,150000,58,9/20/22
mostlya2-48b4-4cb0-b257-9b84673e5347,Samantha Stewart,36,Male,Single,0,72000,Software Developer,Excellent,Non-smoker,Term Life,200000,182.9,12/2/22
mostly44-4d75-4b41-857c-72096e56d3d1,Kevin Hall,63,Male,Widowed,1,61000,Teacher,Fair,Current smoker,Whole Life,200000,188.9,11/2/22
mostly97-f42b-4684-9bf7-255aaebd187a,Margaret Ortiz,63,Male,Widowed,0,54000,Retired,Fair,Former smoker,Whole Life,100000,60.2,12/18/22
mostly7c-69a1-4037-af13-42c093857073,Linda Campbell,42,Male,Married,2,125000,HR Specialist,Excellent,Non-smoker,Whole Life,450000,184.6,1/15/22
mostlyb8-8524-48d2-a967-bb63c6cb93e7,Mary Brown,27,Female,Single,0,42000,Mechanical Engineer,Fair,Non-smoker,Term Life,100000,38.4,10/11/22
mostly46-c056-4480-90f5-0613d6484028,Michael Gonzalez,50,Male,Married,2,100000,IT Manager,Good,Non-smoker,Universal Life,1200000,513.6,9/17/22
mostly4f-4cc6-47be-b987-5ae077f849d1,James Thomas,58,Male,Married,2,110000,Architect,Good,Non-smoker,Universal Life,700000,327.1,8/20/22
mostlyc8-593a-4bc4-bbf9-96252894e5bc,Deborah Moore,63,Male,Married,2,124000,Project Manager,Excellent,Non-smoker,Whole Life,750000,582.7,1/25/22
mostly70-038b-4829-bbc1-9570f3f4da4a,Brenda Roberts,31,Male,Single,0,54000,Graphic Designer,Fair,Former smoker,Term Life,150000,56.9,2/21/22
mostly89-ba53-4cf7-9ec3-10cde9d7ccc9,Katherine James,27,Female,Single,0,48000,Graphic Designer,Fair,Current smoker,Term Life,100000,33.8,1/15/22
mostly5d-77cb-4e4d-bf20-20409399815f,Betty Reyes,52,Male,Married,3,130000,Electrical Engineer,Good,Former smoker,Whole Life,750000,264.5,1/19/22
mostly21-6650-4192-ac7b-7d641604eb14,George Scott,28,Male,Divorced,1,54000,Logistics Coordinator,Good,Former smoker,Universal Life,400000,130.8,2/2/22
mostly34-b904-4d59-81c0-45fa2b168a49,Michelle Nelson,26,Female,Single,0,42000,School Counselor,Excellent,Non-smoker,Term Life,100000,52.4,7/7/22
mostly05-4344-4f53-bd9e-953e24327dfe,Barbara Ramirez,65,Male,Single,0,58000,School Counselor,Excellent,Non-smoker,Term Life,100000,72,4/1/22
mostly13-8a9f-43d0-893d-88b2eca58b42,Susan Nelson,38,Female,Single,0,62000,Research Assistant,Excellent,Non-smoker,Term Life,100000,71.7,4/17/22
mostlyd0-767d-44ab-81b6-83b8bc07ad63,Stephanie Peterson,63,Female,Widowed,1,42000,Retired,Fair,Non-smoker,Term Life,400000,102.9,12/2/22
mostlyd2-b880-4811-b6ff-3ac2a2a2465f,Alice Henderson,44,Female,Married,3,91000,Logistics Coordinator,Excellent,Non-smoker,Term Life,560000,195.1,5/11/22
mostlyf4-cd51-4f54-a7f3-998f8d21cddf,Carol Ward,35,Male,Married,1,74000,Accountant,Excellent,Non-smoker,Universal Life,700000,113,9/28/22
mostlyb3-90c4-4b75-b298-ecc3fdd3f420,Michael Watson,29,Male,Single,0,52000,IT Manager,Good,Current smoker,Term Life,120000,49.5,1/18/22
mostlyb5-ce4d-45a5-bec4-c98c9959fc58,Brenda Powell,37,Female,Married,0,78000,Mechanical Engineer,Good,Non-smoker,Term Life,300000,111.4,3/31/22
mostly8c-05d7-4af2-83ba-eb7e249e3615,Sarah Sanders,39,Female,Single,0,54000,Marketing Specialist,Excellent,Non-smoker,Term Life,150000,40.7,6/19/22
mostly83-ad7e-4423-8045-c365ae463715,Justin Adams,26,Female,Married,0,180000,Nurse,Excellent,Non-smoker,Term Life,140000,61.8,2/23/22
mostly81-ffc4-4c4f-a735-83bb2f44e272,Heather Stewart,38,Female,Married,2,64000,Marketing Manager,Good,Non-smoker,Universal Life,200000,89.3,6/1/22
mostly5c-9953-4315-af7a-344efb953bc0,Karen Flores,50,Female,Single,0,158000,Nurse,Excellent,Non-smoker,Term Life,220000,75.1,5/29/22
mostly9f-771a-4f70-8a27-8c7a68dd96d1,George Wright,50,Female,Single,0,45000,Operations Manager,Excellent,Non-smoker,Term Life,160000,25.2,5/12/22
mostlyd4-3aa5-4e2c-8b51-d71b01b0210b,Mary Anderson,36,Female,Single,0,64000,Project Manager,Excellent,Non-smoker,Term Life,110000,24.8,5/9/22
mostly13-77de-4cef-ad95-4088946a9796,Barbara Morris,26,Female,Married,2,98000,HR Specialist,Fair,Current smoker,Term Life,520000,222.9,7/6/22
mostlyf8-bc21-4424-a41a-57d167bec89e,James Hall,36,Female,Married,1,88000,Marketing Specialist,Excellent,Non-smoker,Term Life,260000,75.1,1/19/22
mostlyfb-d89b-4250-a892-63de70f846f5,Rachel Turner,28,Female,Married,1,173000,Architect,Excellent,Non-smoker,Term Life,150000,72.4,4/5/22
mostly66-4a89-4772-abcd-1f2d5337b9fa,Brian Harris,36,Male,Married,2,66000,Project Manager,Excellent,Non-smoker,Universal Life,600000,540.4,2/28/22
mostly28-bc8d-4135-aca7-5396abe20c6a,Gregory Price,31,Female,Married,2,89000,Marketing Manager,Good,Non-smoker,Whole Life,250000,698.2,3/3/22
mostlyce-357c-481e-a4de-12e060fa8883,Gregory Taylor,45,Female,Married,1,54000,Software Engineer,Fair,Non-smoker,Term Life,260000,61.9,5/28/22
mostly02-6843-4d22-b592-b9f4e2ffc912,Karen Reyes,41,Female,Married,0,79000,Electrical Engineer,Excellent,Non-smoker,Term Life,260000,52.2,11/16/22
mostlyc9-57d1-4c0c-9f47-adbbd989d190,Ella Wilson,34,Female,Single,0,54000,Software Engineer,Good,Non-smoker,Term Life,180000,71.5,4/28/22
mostlyc8-235b-4307-840d-18633bd66bd4,Catherine Foster,40,Female,Married,2,42000,Project Manager,Good,Non-smoker,Whole Life,400000,120.9,5/22/22
mostlyf5-b171-4bc5-8c97-51484d2005ca,Laura Lopez,31,Female,Single,0,53000,Graphic Designer,Fair,Non-smoker,Term Life,150000,63.5,12/7/22
mostlyf8-8db9-44b2-a1bd-794cddc7da86,Carol Anderson,39,Female,Married,2,48000,Attorney,Excellent,Non-smoker,Variable Life,100000,61.6,10/21/22
mostly55-9bf5-4dd4-b566-cc75c46cb607,Paul Rivera,38,Female,Single,0,42000,Operations Manager,Good,Non-smoker,Term Life,120000,25.9,3/15/22
mostly7c-ce1e-417c-ad8d-95dc5253358d,Brian Smith,42,Male,Married,2,154000,Sales Manager,Excellent,Non-smoker,Term Life,200000,59.5,8/2/22
mostlyf2-ac6c-49e7-b662-80255e8740cf,Maria Morris,65,Female,Single,0,52000,Graphic Designer,Good,Former smoker,Term Life,150000,55,12/20/22
mostly2b-66ae-4d46-814a-e5493a0203a0,Michelle Bennett,56,Male,Married,3,152000,Software Developer,Good,Current smoker,Term Life,300000,277.9,8/3/22
mostlyaf-112c-4376-b439-aeced600c109,Robert Jackson,44,Male,Married,3,92000,Project Manager,Excellent,Non-smoker,Whole Life,420000,310.1,4/25/22
mostlyad-b488-429b-90fa-171b4089bc70,Michael Phillips,43,Male,Married,0,156000,Software Developer,Fair,Non-smoker,Term Life,100000,85.9,10/11/22
mostly1d-9066-46e8-b6d5-89c7c9527d39,Victoria Russell,46,Male,Married,2,88000,Civil Engineer,Excellent,Non-smoker,Term Life,350000,95.3,5/2/22
mostly5c-29eb-40cb-86aa-7724a82dfd17,Michelle Robinson,41,Male,Married,3,110000,Sales Manager,Good,Current smoker,Universal Life,650000,140.4,6/22/22
mostly38-f841-4af2-ad52-04ca687b244f,Timothy Lopez,28,Female,Married,1,92000,Graphic Designer,Fair,Current smoker,Term Life,100000,55.2,12/12/22
mostlyc2-e1bc-4346-a77b-5cb25162c440,Benjamin Cruz,41,Female,Married,1,68000,HR Specialist,Good,Non-smoker,Term Life,220000,74.5,9/25/22
mostlyd7-ea42-4db0-949a-032a9615e57f,Scott Peterson,48,Female,Married,1,125000,Nurse,Good,Non-smoker,Universal Life,400000,261,5/20/22
mostly77-c618-46b0-8bc3-d10afeea9834,Carolyn Long,60,Female,Married,2,50000,Software Developer,Excellent,Non-smoker,Term Life,150000,78.3,11/18/22
mostlyea-93e8-40e5-9682-0a1436c25e47,Samuel Richardson,26,Male,Married,2,130000,Operations Manager,Good,Former smoker,Whole Life,600000,232.5,11/30/22
mostly4f-4632-456b-bd44-b8f9caea4370,Mark Fisher,65,Male,Married,2,190000,Data Analyst,Fair,Former smoker,Whole Life,400000,126.6,2/28/22
mostly1e-6f49-48eb-9d0c-15650fcf449c,Richard Sullivan,34,Male,Single,0,72000,Marketing Manager,Excellent,Non-smoker,Term Life,250000,56,3/9/22
mostly64-3b4f-49b9-a15d-889972bc0062,Steven Johnson,31,Female,Single,0,62000,Nurse,Excellent,Non-smoker,Term Life,100000,64.5,11/3/22
mostly71-8498-4d43-b131-52521c071853,Donald Bailey,38,Male,Single,0,54000,Marketing Coordinator,Excellent,Non-smoker,Term Life,100000,52.8,10/7/22
mostly02-5d53-4af6-b64d-e13b189d46b3,George Peterson,27,Male,Single,0,64000,Architect,Excellent,Non-smoker,Term Life,250000,90,2/9/22
mostly45-975f-443f-a68f-9fc82907d78a,William Peterson,52,Male,Divorced,3,125000,Sales Manager,Excellent,Current smoker,Universal Life,500000,209,5/12/22
mostly06-08ca-4945-a440-eb80ac194a51,Scott Bennett,60,Female,Married,3,175000,Logistics Coordinator,Good,Former smoker,Whole Life,550000,151.7,12/5/22
mostly1d-6517-44d8-93cd-4fb0091d1cbc,Diane Thompson,35,Male,Married,1,98000,Software Developer,Excellent,Current smoker,Term Life,250000,114.5,3/8/22
mostlyb1-537a-4f76-8c7a-2782c6317709,Edward Clark,26,Female,Single,0,52000,Marketing Specialist,Excellent,Non-smoker,Term Life,120000,91.8,1/18/22
mostlyc0-20e6-43c5-adcc-86e4dfb33438,Victoria Powell,60,Male,Married,3,150000,Project Manager,Fair,Current smoker,Universal Life,1200000,296,12/20/22
mostly06-71ac-4f33-9862-3a28b169d6e3,Olivia Smith,43,Female,Married,2,140000,Financial Analyst,Good,Non-smoker,Variable Life,100000,139.5,11/3/22
mostly1b-3fdc-47dc-89cb-8c01850e9dad,Linda Long,26,Male,Single,0,52000,Project Manager,Excellent,Non-smoker,Term Life,180000,25,5/20/22
mostlyac-70ff-4646-b735-f2d68dd5dd8e,Aaron Baker,29,Female,Single,0,48000,Marketing Manager,Good,Non-smoker,Term Life,250000,58.1,5/9/22
mostly2f-8408-48bf-95fb-f735f6d4e214,Alexander Rodriguez,35,Female,Married,2,97000,Operations Manager,Excellent,Non-smoker,Universal Life,700000,210.1,5/22/22
mostlyc9-664d-42f1-aad1-4c58f0e0091c,Andrew Evans,29,Female,Single,0,56000,Graphic Designer,Excellent,Non-smoker,Term Life,150000,52.2,2/5/22
mostly54-b22f-494d-b874-e98fa79250e9,Michelle Peterson,55,Female,Divorced,0,48000,HR Manager,Fair,Former smoker,Universal Life,100000,264.4,1/20/22
mostly7f-80bc-4b7e-a9f1-c0870ac28bb5,Kathleen Young,35,Female,Single,0,64000,Data Analyst,Excellent,Non-smoker,Term Life,180000,62.4,4/10/22
mostlya7-79ce-43d0-a592-701424ec1a4f,Christina Peterson,28,Male,Married,2,142000,Graphic Designer,Excellent,Non-smoker,Term Life,520000,92.1,3/2/22
mostlyba-4863-41b0-8efe-cee72db28498,Pamela Jordan,48,Female,Married,2,98000,Financial Analyst,Good,Non-smoker,Whole Life,720000,216.9,3/29/22
mostly59-efbb-4e6a-a90b-3df387481c51,Steven Sanchez,26,Male,Single,0,52000,Architect,Fair,Non-smoker,Term Life,110000,70.4,10/18/22
mostly03-4daa-4b3f-bab9-95f73ad01ded,Kathleen Cooper,27,Male,Widowed,1,76000,Project Manager,Fair,Current smoker,Universal Life,200000,154.5,2/28/22
mostly89-1e00-4837-9d5d-b8789f96f27e,Lucas Martinez,26,Male,Married,2,96000,Project Manager,Good,Former smoker,Universal Life,650000,155.6,2/25/22
mostly7d-92db-47fa-8faf-4c2a7cfa1cc6,Matthew Butler,51,Male,Single,0,60000,Software Developer,Good,Non-smoker,Term Life,250000,96.9,5/15/22
mostly50-8f19-48b1-a680-0e076409230d,Dennis Bennett,28,Male,Single,0,52000,Software Engineer,Good,Non-smoker,Term Life,150000,48.5,10/19/22
mostlyd0-ba44-456a-a3c1-de80a570b63f,Donald Peterson,52,Male,Widowed,2,120000,Sales Manager,Excellent,Former smoker,Whole Life,650000,668.9,9/17/22
mostly71-5154-449b-8ce7-127f30c36afa,Kenneth Evans,29,Female,Single,0,54000,Graphic Designer,Good,Former smoker,Term Life,120000,49.4,11/18/22
mostlyce-81c2-4d53-ae19-cae3ae8c8e39,Olivia Brown,32,Female,Widowed,0,42000,Teacher,Excellent,Non-smoker,Term Life,100000,70.4,4/21/22
mostlyc6-74d0-49e0-8bc2-b5c92510f2e7,Carol Torres,32,Male,Married,0,87000,HR Manager,Excellent,Non-smoker,Term Life,180000,40.1,3/17/22
mostlya7-4ad0-490e-b41f-27792dacfa8b,Debra Anderson,35,Male,Married,2,78000,Data Analyst,Good,Non-smoker,Whole Life,410000,189.9,11/2/22
mostly05-0eac-4245-98dd-0081f6ec8b70,Susan Brooks,33,Male,Married,3,170000,Sales Director,Good,Non-smoker,Universal Life,1200000,326,1/19/22
mostly73-bac1-4ac5-8665-15812e4a304f,Deborah Richardson,29,Female,Married,1,56000,Electrical Engineer,Excellent,Non-smoker,Term Life,150000,56.5,7/14/22
mostly04-8de8-4250-adc5-ff837edfd24b,Matthew White,31,Male,Married,3,65000,Nurse,Good,Non-smoker,Term Life,150000,160.9,1/18/22
mostly80-f1e8-4a11-93e3-266b0162708d,Nicholas Gray,41,Male,Married,2,88000,Operations Manager,Good,Non-smoker,Term Life,400000,181.3,7/30/22
mostly7f-ff37-4d38-b83b-d4e8c6c4282e,Lucas Martin,29,Male,Single,0,54000,Software Developer,Good,Former smoker,Term Life,180000,61.5,2/18/22
mostlyf6-e4eb-496e-b5ec-187db08dcb33,Thomas Garcia,48,Female,Married,1,78000,Attorney,Excellent,Non-smoker,Whole Life,400000,72.3,6/26/22
mostly6a-0c73-4e03-82c4-3f99ce240146,Larry Richardson,28,Female,Single,0,42000,Marketing Specialist,Good,Non-smoker,Term Life,120000,72.1,4/4/22
mostly56-2acf-4e98-be6a-d5667a92a4d1,Christopher Gonzalez,38,Male,Married,2,88000,Mechanical Engineer,Good,Non-smoker,Universal Life,720000,489.5,11/21/22
mostly0a-d7a6-44c8-90ab-2103591b738b,Jason Cruz,54,Male,Married,2,125000,School Counselor,Excellent,Non-smoker,Whole Life,250000,320.6,2/7/22
mostly93-1379-4c03-975b-e4462a897d86,Daniel Rogers,63,Female,Widowed,0,54000,Marketing Director,Fair,Former smoker,Whole Life,400000,111.7,12/16/22
mostly73-d901-4667-ab8b-9a3cdf407dec,Maria Flores,40,Female,Married,1,68000,Nurse,Good,Non-smoker,Universal Life,620000,154.3,2/4/22
mostly7d-5977-4789-8bd9-1b9fb7ad3844,Laura Reed,45,Female,Married,1,68000,Financial Analyst,Excellent,Non-smoker,Whole Life,660000,268.1,12/3/22
mostlyde-fc17-4dd2-94a9-2ba3788ff236,Helen Thompson,30,Female,Married,0,52000,Electrical Engineer,Good,Non-smoker,Term Life,180000,56,4/3/22
mostly24-9362-438c-9a2c-9d9198e84e94,Maria Butler,34,Male,Married,2,90000,Sales Manager,Excellent,Non-smoker,Universal Life,420000,599.5,7/9/22
mostlyc4-1b3e-4da9-8555-b832ea545870,Dorothy Gray,32,Female,Single,0,52000,Marketing Specialist,Good,Non-smoker,Term Life,120000,52.4,5/12/22
mostlyb3-5166-4e08-b2d5-871d689e3ba8,Grace Lee,35,Female,Married,3,48000,Attorney,Excellent,Non-smoker,Whole Life,400000,91.9,5/14/22
mostly94-b965-4771-8250-9a32ec4b3267,Rebecca Lopez,30,Female,Single,0,54000,School Counselor,Good,Non-smoker,Term Life,180000,38.3,4/25/22
mostly96-da00-4538-98d1-6c7038e04615,Debra Turner,42,Male,Married,2,125000,Senior Software Engineer,Good,Former smoker,Universal Life,500000,315.1,8/1/22
mostly0c-a834-4682-bf1d-30dc78a6206d,Angela Gray,53,Male,Widowed,1,78000,Architect,Good,Non-smoker,Whole Life,520000,91.2,12/20/22
mostly4e-c961-43c8-b9fe-2eaaba2d99d8,Raymond Hall,60,Male,Married,3,190000,Software Engineer,Excellent,Current smoker,Whole Life,600000,119.2,1/28/22
mostlyd5-76cb-4013-a95e-a42257eae11b,Daniel Carter,41,Male,Married,2,89000,Project Manager,Excellent,Non-smoker,Universal Life,650000,181.1,11/15/22
mostlya6-3675-4acc-9045-9be4588b2431,Deborah Morgan,52,Male,Divorced,2,78000,Graphic Designer,Good,Non-smoker,Whole Life,520000,315.2,5/19/22
mostlyac-43cc-4a64-9984-1501ec11b5a6,Benjamin Price,61,Female,Single,0,64000,HR Specialist,Excellent,Non-smoker,Term Life,170000,75.8,12/16/22
mostlyde-620a-472e-80a5-b3737e73dec9,Timothy Baker,41,Female,Married,2,182000,Software Engineer,Excellent,Non-smoker,Term Life,300000,140,5/27/22
mostlyd5-830c-467f-9b97-338836baa993,Susan King,62,Female,Widowed,0,50000,Operations Manager,Fair,Former smoker,Term Life,150000,62,12/9/22
mostly1f-3bd4-43ba-a961-eaa0d6f3cc60,Frank Diaz,52,Male,Married,3,120000,Graphic Designer,Good,Former smoker,Universal Life,350000,322.9,6/19/22
mostly00-63d7-4c6e-9171-873f54f48970,Thomas Clark,32,Female,Divorced,1,79000,Data Analyst,Good,Non-smoker,Universal Life,400000,158,9/14/22
mostlyfe-87db-46f6-993b-2801690065d1,Austin Price,36,Female,Married,2,168000,Teacher,Excellent,Non-smoker,Term Life,200000,96.8,11/3/22
mostly77-5889-4d7f-b4ad-a85361020a90,Lisa Campbell,55,Female,Married,2,178000,Financial Analyst,Good,Non-smoker,Whole Life,600000,448.8,7/12/22
mostly5f-2436-477f-8aa2-cd69a129260c,Edward Morales,33,Female,Widowed,0,72000,Marketing Coordinator,Excellent,Non-smoker,Term Life,260000,48.7,4/4/22
mostly27-4358-4fc9-afd2-85ba774f1845,Barbara Morris,65,Male,Divorced,2,61000,Sales Director,Fair,Former smoker,Universal Life,350000,668,9/2/22
mostlyfe-1ef7-4dc3-8e95-03bbd5a23b44,Aaron Scott,39,Male,Married,2,68000,Accountant,Good,Non-smoker,Term Life,300000,91.2,5/19/22
mostly0c-0240-4725-b1dd-24d0f2d31392,Samantha Garcia,26,Female,Single,0,74000,Marketing Manager,Excellent,Non-smoker,Term Life,150000,56.2,3/4/22
mostlyc9-4da5-4fec-9961-dec1c4d8d5ba,Jonathan Lopez,31,Female,Widowed,0,64000,Customer Support,Excellent,Non-smoker,Term Life,130000,24.3,12/1/22
mostly44-2196-40f9-b033-ce80cd97669a,Cynthia Nelson,39,Male,Single,0,54000,Project Manager,Good,Non-smoker,Term Life,170000,24.7,8/3/22
mostly45-759e-45b0-99dd-d37acb3d1df9,Richard Miller,26,Male,Single,0,52000,Graphic Designer,Fair,Current smoker,Term Life,100000,45.5,2/14/22
mostlyce-c67a-4b93-8567-48dcd411ce67,Anthony Cooper,48,Male,Married,0,102000,Operations Manager,Good,Non-smoker,Universal Life,700000,260.3,11/2/22
mostlyaf-a758-43fb-aba7-99c6836233b3,Samantha Williams,32,Male,Married,3,178000,Nurse,Excellent,Non-smoker,Term Life,260000,72.4,8/25/22
mostly7e-8955-450e-852d-d798b4425479,Donna Jones,52,Male,Married,3,170000,Sales Director,Good,Former smoker,Whole Life,1200000,672.5,9/30/22
mostlyc5-2a01-4f55-ad0d-6b7a2cfa6b80,Joyce Sanders,43,Female,Married,1,60000,Operations Manager,Good,Non-smoker,Whole Life,400000,137,7/23/22
mostlyaf-0c79-4843-93dc-47b8764b0713,Daniel Carter,38,Male,Single,0,76000,Software Developer,Excellent,Non-smoker,Term Life,200000,51,12/2/22
mostly29-39b6-4d99-827e-06263923f029,Christopher Rodriguez,26,Female,Married,3,132000,Sales Manager,Good,Non-smoker,Universal Life,620000,120.8,3/7/22
mostly4f-a03a-42e7-aeb0-b8074e532c29,Jeffrey Wright,28,Female,Married,2,42000,Nurse,Excellent,Non-smoker,Whole Life,300000,95.9,8/25/22
mostly47-4aa0-4613-995d-0e06f8f0d46f,Debra Rivera,58,Male,Married,3,112000,Logistics Coordinator,Good,Former smoker,Universal Life,400000,200.3,2/28/22
mostly65-da8c-4260-95b7-da12fa7a49ca,Samuel Sanchez,51,Female,Divorced,3,119000,IT Manager,Excellent,Non-smoker,Universal Life,100000,425.1,5/30/22
mostlyb9-8013-462b-8a5d-d2d81d202d92,Jerry Robinson,37,Male,Married,2,52000,Mechanical Engineer,Excellent,Non-smoker,Variable Life,500000,438.7,10/29/22
mostlya5-7ca6-4842-b620-a8800259b732,Ashley Fisher,60,Male,Single,0,54000,Marketing Specialist,Good,Non-smoker,Term Life,120000,61.2,4/7/22
mostly39-7d7d-4759-b573-e81ea6cb2f86,Aaron Jones,52,Female,Married,2,190000,Operations Manager,Good,Non-smoker,Universal Life,750000,237.8,8/9/22
mostly45-b89a-40f1-8a4e-4cc5f4e453de,Rebecca Hall,34,Female,Married,2,76000,Senior Software Engineer,Excellent,Non-smoker,Whole Life,700000,233.8,7/19/22
mostly8f-8a1f-4345-a2d3-94f76401b3bd,Robert Murphy,26,Male,Married,3,95000,HR Specialist,Fair,Non-smoker,Variable Life,200000,183.8,12/4/22
mostly2e-ec3a-4d03-b50b-ec94bec6869c,Donald Wright,35,Female,Married,2,42000,Graphic Designer,Good,Non-smoker,Universal Life,100000,55.5,8/19/22
mostly50-c73d-4b0a-b68b-8d54b8700685,Adam Johnson,55,Female,Divorced,2,100000,Graphic Designer,Good,Non-smoker,Universal Life,400000,526.5,3/14/22
mostly7e-baab-4070-9e55-eceabbc48e40,Kenneth Scott,58,Male,Married,0,58000,Sales Manager,Good,Non-smoker,Term Life,300000,78.1,8/9/22
mostly48-ea01-4270-9cb4-84f7e96085dd,Helen Hughes,48,Male,Married,1,98000,Electrical Engineer,Good,Non-smoker,Term Life,200000,89.6,9/9/22
mostlyfe-7900-4b3c-94e1-2bdbd42721b5,Mark King,29,Male,Married,2,90000,Sales Manager,Good,Current smoker,Universal Life,700000,428.7,8/2/22
mostly04-2164-438f-9027-7d00360796ac,Brenda Allen,36,Male,Married,1,78000,Financial Analyst,Good,Non-smoker,Term Life,300000,40.4,4/9/22
mostly35-430e-4e42-8ccc-c98fa963560f,Frank Nguyen,46,Female,Married,2,118000,Data Analyst,Good,Non-smoker,Universal Life,300000,158,11/13/22
mostlyec-3766-4788-abe2-9b63f4805bb1,Edward Bell,48,Female,Married,2,136000,Marketing Manager,Excellent,Non-smoker,Term Life,450000,345.5,8/29/22
mostlyff-7ec6-4160-b2ee-11a1ac1ac5e0,Grace Martin,26,Female,Single,0,48000,Research Assistant,Fair,Non-smoker,Term Life,160000,50.3,1/14/22
mostly16-223d-41e6-93b9-245c9e3c360a,Jerry Green,62,Male,Married,2,72000,Operations Manager,Good,Current smoker,Whole Life,650000,283.2,10/3/22
mostly3d-daec-4e2a-9cb1-cc74daa2b111,Brenda Jackson,41,Female,Married,2,72000,Electrical Engineer,Excellent,Non-smoker,Whole Life,420000,115.7,9/29/22
mostlya1-133d-4b14-82ae-f5054c7d1fb2,Michael Ross,41,Female,Single,0,48000,Teacher,Good,Non-smoker,Term Life,150000,65.5,5/11/22
mostlyae-1209-498f-8840-46f0ff44f2df,Jacob Thomas,48,Male,Married,2,150000,Mechanical Engineer,Excellent,Non-smoker,Term Life,500000,260.8,5/26/22
mostly1c-ea9e-4dec-bcf8-5e7eaf69bd6f,Sarah Bailey,36,Male,Single,0,56000,Marketing Director,Good,Non-smoker,Term Life,100000,45.9,7/3/22
mostlya8-4e92-4873-aeab-c1e1bfe8e8e3,Dennis Hall,39,Female,Single,0,42000,Graphic Designer,Good,Non-smoker,Term Life,120000,45.9,2/11/22
mostly23-ff25-4b99-aa40-5da52b8f6b31,Amanda Martinez,63,Female,Single,0,54000,Nurse,Excellent,Non-smoker,Term Life,100000,71,4/30/22
mostly62-0f5a-4ad5-92df-df29d4dcffdb,Katherine Gutierrez,58,Male,Married,3,125000,Marketing Manager,Fair,Former smoker,Whole Life,700000,317,8/2/22
mostlyf2-b418-4265-9708-67926156519e,Michael Gomez,31,Male,Married,2,64000,Civil Engineer,Excellent,Non-smoker,Term Life,180000,88,2/28/22
mostlyc2-2906-4e6a-adc8-2b8a27a808cd,Emily Moore,38,Male,Single,0,42000,Electrical Engineer,Good,Non-smoker,Universal Life,100000,65.6,2/10/22
mostly98-3aa3-47c7-9f4d-d210d4d98161,Kimberly Brown,38,Female,Married,2,68000,Teacher,Good,Non-smoker,Term Life,160000,70.7,9/9/22
mostlya4-c66d-4c71-96d0-8793abe78e69,Joshua Rodriguez,45,Male,Divorced,2,72000,Software Engineer,Good,Non-smoker,Whole Life,400000,266.2,5/19/22
mostlybd-f02b-41f5-8a50-8c3174c5ae85,Richard Wilson,29,Female,Single,0,48000,Teacher,Good,Non-smoker,Term Life,100000,55.3,2/10/22
mostlyc3-5fcf-4fa4-8ad2-fb33ee8fd13e,Jerry Miller,33,Female,Married,2,94000,Customer Support,Fair,Non-smoker,Whole Life,700000,88.5,11/4/22
mostlyce-4334-40c5-b432-83bfefc0adb9,Christina Turner,32,Female,Married,0,98000,Graphic Designer,Excellent,Non-smoker,Whole Life,520000,294.6,2/1/22
mostlyec-bd25-41e8-8c14-160974d4ecad,Melissa Sanders,52,Female,Married,3,120000,Senior Software Engineer,Good,Non-smoker,Universal Life,1200000,561.5,2/28/22
mostly87-c06b-42f8-bc17-b5a1491b6179,Sophia Martinez,63,Female,Married,0,152000,Research Assistant,Fair,Non-smoker,Term Life,100000,51.4,2/12/22
mostly50-f422-4a71-9453-bc35a658a1e8,Samantha Nelson,26,Female,Single,0,42000,IT Manager,Excellent,Non-smoker,Term Life,100000,52,2/4/22
mostlyf7-04da-4a4b-b709-2724afc1324d,Betty Gonzalez,40,Female,Widowed,1,160000,Software Developer,Good,Non-smoker,Whole Life,600000,125.8,10/12/22
mostly12-31b1-4bd2-8bc0-64af4b393459,Raymond Nguyen,55,Male,Married,3,148000,Customer Support,Good,Non-smoker,Whole Life,700000,91.1,1/22/22
